路線名稱,里程(公里),路線編號,總里程,里程,地標名稱,分段第一行,分段第二行,緯度,經度,東距,北距,GPX航點
鹿山線,0.9,YM170,55,9,,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)➡三叉路口(08)⇨圓峰山屋(00),23.449531,120.955320,245435,2594063,鹿東0.9K
鹿山線,0.8,YM170,55,8,三叉路口,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)⇨三叉路口(08)➡圓峰山屋(00),23.450298,120.955266,245430,2594148,南鹿東0.8K
鹿山線,0.7,YM170,55,7,,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)⇨三叉路口(08)➡圓峰山屋(00),23.450990,120.955275,245431,2594225,南鹿東0.7K
鹿山線,0.6,YM170,55,6,,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)⇨三叉路口(08)➡圓峰山屋(00),23.451755,120.955238,245427,2594309,南鹿東0.6K
鹿山線,0.5,YM170,55,5,,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)⇨三叉路口(08)➡圓峰山屋(00),23.452530,120.955170,245420,2594395,南鹿東0.5K
鹿山線,0.4,YM170,55,4,,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)⇨三叉路口(08)➡圓峰山屋(00),23.453244,120.955389,245442,2594474,南鹿東0.4K
鹿山線,0.3,YM170,55,3,,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)⇨三叉路口(08)➡圓峰山屋(00),23.453971,120.955628,245467,2594555,南鹿東0.3K
鹿山線,0.2,YM170,55,2,,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)⇨三叉路口(08)➡圓峰山屋(00),23.454723,120.955569,245461,2594638,南鹿東0.2K
鹿山線,0.1,YM170,55,1,,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)⇨三叉路口(08)➡圓峰山屋(00),23.455694,120.955077,245410,2594746,南鹿東0.1K
鹿山線,0.0,YM170,55,0,圓峰山屋,圓峰山屋(00)➡三叉路口(08)⇨,南峰登山口(15)⇨往東小南山岔路(21)⇨鹿山(55),23.456660,120.954850,245387,2594853,南鹿東0.0K
鹿山線,0.8,YM170,55,8,三叉路口,圓峰山屋(00)⇨三叉路口(08)➡,南峰登山口(15)⇨往東小南山岔路(21)⇨鹿山(55),23.450298,120.955266,245430,2594148,南鹿東0.8K
鹿山線,1.5,YM170,55,15,玉山南峰登山口,圓峰山屋(00)⇨三叉路口(08)⇨,南峰登山口(15)➡往東小南山岔路(21)⇨鹿山(55),23.445726,120.958393,245749,2593642,鹿東1.5K
鹿山線,2.1,YM170,55,21,往東小南山岔路,圓峰山屋(00)⇨三叉路口(08)⇨,南峰登山口(15)⇨往東小南山岔路(21)➡鹿山(55),23.445398,120.962203,246138,2593605,鹿2.1K/支0.8K
鹿山線,3.5,YM170,55,35,,圓峰山屋(00)⇨三叉路口(08)⇨,南峰登山口(15)⇨往東小南山岔路(21)➡鹿山(55),23.448971,120.971077,247045,2594001,鹿3.5K
鹿山線,5.5,YM170,55,55,鹿山,,,23.450630,120.988600,248835,2594184,鹿5.5K
鹿山線,5.5,YM170,55,55,鹿山,,,23.450630,120.988600,248835,2594184,鹿5.5K
鹿山線,2.1,YM170,55,21,往東小南山岔路,鹿山(55)⇨往東小南山岔路(21),➡南峰登山口(15)⇨三叉路口(08)⇨圓峰山屋(00),23.445398,120.962203,246138,2593605,鹿2.1K/支0.8K
鹿山線,1.5,YM170,55,15,玉山南峰登山口,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)➡三叉路口(08)⇨圓峰山屋(00),23.445726,120.958393,245749,2593642,鹿東1.5K
鹿山線,0.8,YM170,55,8,三叉路口,鹿山(55)⇨往東小南山岔路(21),⇨南峰登山口(15)⇨三叉路口(08)➡圓峰山屋(00),23.450298,120.955266,245430,2594148,南鹿東0.8K
